Unique ID,Document ID,Payee Name,Issue Date,Agency,Department,Check Amount,Expense Category,Contract ID,Contract Purpose,Capital Project,Spending Category,Fiscal year,Calendar year
401,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1260,CONSTRUCTION-BUILDINGS,PRC2850PH12C17P969,,850LNC2STAPL020,Capital Contracts,2013,2013
402,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1250.15,CONSTRUCTION-BUILDINGS,PRC2850PH12C23P969,,850LNC2STAPL020,Capital Contracts,2013,2013
403,20130219513-1-DSB-AD,PREMIER ELECTRICAL,2013-05-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1197.45,CONSTRUCTION-BUILDINGS,PRC2850AJ11C4P9969,,850LNC2STAPL020,Capital Contracts,2013,2013
404,20130263679-1-DSB-EFT,N/A (PRIVACY/SECURITY),2013-01-30,New York Public Library,400-037-C02,1192.62,DESIGN-CONSULTANT-BUILDINGS,,,850LNC2STAPL013,Capital Contracts,2013,2013
405,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1165,CONSTRUCTION-BUILDINGS,PRC2850PA11C05P816,,850LNC2STAPL003,Capital Contracts,2013,2013
406,20130179670-1-DSB-EFT,DATTNER ARCHITECT PC,2012-11-26,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",1125,DESIGN-CONSULTANT-BUILDINGS,CT185020030004957,CONTRACT THE NYPL,850LNMWHTREA022,Capital Contracts,2013,2012
407,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1056.13,CONSTRUCTION-BUILDINGS,PRC2850PA11C07P969,,850LNC2STAPL020,Capital Contracts,2013,2013
408,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1025,CONSTRUCTION-BUILDINGS,PRC2850BK10C02P816,,850LNC2STAPL003,Capital Contracts,2013,2013
409,20130095983-1-DSB-AD,PREMIER ELECTRICAL,2012-11-26,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1020.59,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL227,Capital Contracts,2013,2012
410,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",971,CONSTRUCTION-BUILDINGS,PRC2850PA12C09P969,,850LNC2STAPL020,Capital Contracts,2013,2013
411,20130160041-1-DSB-EFT,"SUPERSTRUCTURES ENGINEERING ARCHITECTURE, PLLC",2012-11-13,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",924,DESIGN-CONSULTANT-BUILDINGS,CT185020040024468,"INSPECTION & RESTORATION, CITYWIDE",850LNC3JMADA011,Capital Contracts,2013,2012
412,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",918.3,CONSTRUCTION-BUILDINGS,PRC2850SS13C29P969,,850LNC2STAPL020,Capital Contracts,2013,2013
413,20130122040-1-DSB-EFT,TECTONIC ENGINEERING & SURVEYING CONSULTANTS P C,2012-10-10,New York Public Library,400-037-008,900,DESIGN-CONSULTANT-BUILDINGS,CT185020100018177,SPECIAL INSPECTIONS & LAB. TESTING SVCS. CULT/LIB/PLCE & FRE,850LNE08MNBW500,Capital Contracts,2013,2012
414,20130137880-1-DSB-EFT,N/A (PRIVACY/SECURITY),2012-10-23,New York Public Library,400-037-D02,892.65,DESIGN-CONSULTANT-BUILDINGS,,,850LNC2STAPL018,Capital Contracts,2013,2012
415,20130207506-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-06,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",869.92,CONSTRUCTION-BUILDINGS,PRC2850KK12C09C800,,850LNMWHTREA101,Capital Contracts,2013,2013
416,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,400-037-R01,867.45,CONSTRUCTION-BUILDINGS,PRC2850DM11C08P408,,850LNC2STAPL032,Capital Contracts,2013,2013
417,20130360744-1-DSB-EFT,N/A (PRIVACY/SECURITY),2013-04-08,New York Public Library,400-037-X01,856.69,DESIGN-CONSULTANT-BUILDINGS,,,850LNX1HPREN033,Capital Contracts,2013,2013
418,20130246377-1-DSB-AD,TRIBORO ELECTRICAL CONTRACTING CORP,2013-06-26,New York Public Library,400-037-D08,800,CAPITAL PURCHASED EQUIPMENT,POC03520132006156,15 Branch Security electrical work,037LNCA13SE1001,Capital Contracts,2013,2013
419,20130219513-1-DSB-AD,PREMIER ELECTRICAL,2013-05-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",775,CONSTRUCTION-BUILDINGS,PRC2850AJ10C1P9969,,850LNC2STAPL020,Capital Contracts,2013,2013
420,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",757.92,CONSTRUCTION-BUILDINGS,PRC2850PA13C26P969,,850LNC2STAPL020,Capital Contracts,2013,2013
421,20130219513-1-DSB-AD,PREMIER ELECTRICAL,2013-05-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",721,CONSTRUCTION-BUILDINGS,PRC2850NS11C03P969,,850LNC2STAPL020,Capital Contracts,2013,2013
422,20130108189-1-DSB-AD,PREMIER ELECTRICAL,2012-12-18,New York Public Library,400-037-R01,692.55,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL124,Capital Contracts,2013,2012
423,20130203011-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-12-17,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",663.14,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA015,Capital Contracts,2013,2012
424,20130219513-1-DSB-AD,PREMIER ELECTRICAL,2013-05-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",662.1,CONSTRUCTION-BUILDINGS,PRC2850BK11C02P969,,850LNC2STAPL020,Capital Contracts,2013,2013
425,20130197330-1-DSB-EFT,HILL INTERNATIONAL INC.,2012-12-12,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",634.24,CONSTRUCTION-BUILDINGS,PRC2850DM12D288P10,,850LNC4KBREN039,Capital Contracts,2013,2012
426,20130263679-1-DSB-EFT,N/A (PRIVACY/SECURITY),2013-01-30,New York Public Library,400-037-D02,600.98,DESIGN-CONSULTANT-BUILDINGS,,,850LNC2STAPL018,Capital Contracts,2013,2013
427,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",575,CONSTRUCTION-BUILDINGS,PRC2850KK11C08P969,,850LNC2STAPL020,Capital Contracts,2013,2013
428,20130203011-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-12-17,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",574.75,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA114,Capital Contracts,2013,2012
429,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-R01,572.85,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL113,Capital Contracts,2013,2013
430,20130085478-1-DSB-AD,J.C.H.DELTA CONTRACTING INC.,2012-11-13,New York Public Library,400-037-008,567,CONSTRUCTION-BUILDINGS,CT185020070022711,HIGH BRIDGE BRANCH LIBRARY RENOVATION - GC,850LNC4HBREN041,Capital Contracts,2013,2012
431,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",560,CONSTRUCTION-BUILDINGS,PRC2850SS13C30P969,,850LNC2STAPL020,Capital Contracts,2013,2013
432,20130007581-1-DSB-AD,PREMIER ELECTRICAL,2012-07-11,New York Public Library,400-037-R01,551.59,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL037,Capital Contracts,2013,2012
433,20130468252-1-DSB-EFT,JBP SECURITY SYSTEMS INC,2013-06-12,New York Public Library,400-037-D08,540,CAPITAL PURCHASED EQUIPMENT,POC03520132006211,15 Branch Security - Security by Design,037LNCA13SE1001,Capital Contracts,2013,2013
434,20130341453-1-DSB-EFT,JBP SECURITY SYSTEMS INC,2013-03-27,New York Public Library,400-037-D08,540,CAPITAL PURCHASED EQUIPMENT,POC03520132006211,15 Branch Security - Security by Design,037LNCA13SE1001,Capital Contracts,2013,2013
435,20130308443-1-DSB-EFT,JBP SECURITY SYSTEMS INC,2013-03-04,New York Public Library,400-037-D08,540,CAPITAL PURCHASED EQUIPMENT,POC03520132006211,15 Branch Security - Security by Design,037LNCA13SE1001,Capital Contracts,2013,2013
436,20130341453-1-DSB-EFT,JBP SECURITY SYSTEMS INC,2013-03-27,New York Public Library,400-037-D08,540,CAPITAL PURCHASED EQUIPMENT,POC03520132006211,15 Branch Security - Security by Design,037LNCA13SE1001,Capital Contracts,2013,2013
437,20130330404-1-DSB-EFT,JBP SECURITY SYSTEMS INC,2013-03-19,New York Public Library,400-037-D08,540,CAPITAL PURCHASED EQUIPMENT,POC03520132006211,15 Branch Security - Security by Design,037LNCA13SE1001,Capital Contracts,2013,2013
438,20130428100-1-DSB-EFT,JBP SECURITY SYSTEMS INC,2013-05-20,New York Public Library,400-037-D08,540,CAPITAL PURCHASED EQUIPMENT,POC03520132006211,15 Branch Security - Security by Design,037LNCA13SE1001,Capital Contracts,2013,2013
439,20130399130-1-DSB-EFT,JBP SECURITY SYSTEMS INC,2013-04-30,New York Public Library,400-037-D08,540,CAPITAL PURCHASED EQUIPMENT,POC03520132006211,15 Branch Security - Security by Design,037LNCA13SE1001,Capital Contracts,2013,2013
440,20130428100-1-DSB-EFT,JBP SECURITY SYSTEMS INC,2013-05-20,New York Public Library,400-037-D08,540,CAPITAL PURCHASED EQUIPMENT,POC03520132006211,15 Branch Security - Security by Design,037LNCA13SE1001,Capital Contracts,2013,2013
441,20130279296-1-DSB-EFT,JBP SECURITY SYSTEMS INC,2013-02-12,New York Public Library,400-037-D08,540,CAPITAL PURCHASED EQUIPMENT,POC03520132006211,15 Branch Security - Security by Design,037LNCA13SE1001,Capital Contracts,2013,2013
442,20130341453-1-DSB-EFT,JBP SECURITY SYSTEMS INC,2013-03-27,New York Public Library,400-037-D08,540,CAPITAL PURCHASED EQUIPMENT,POC03520132006211,15 Branch Security - Security by Design,037LNCA13SE1001,Capital Contracts,2013,2013
443,20130452435-1-DSB-EFT,JBP SECURITY SYSTEMS INC,2013-06-03,New York Public Library,400-037-D08,540,CAPITAL PURCHASED EQUIPMENT,POC03520132006211,15 Branch Security - Security by Design,037LNCA13SE1001,Capital Contracts,2013,2013
444,20130362595-1-DSB-EFT,JBP SECURITY SYSTEMS INC,2013-04-09,New York Public Library,400-037-D08,540,CAPITAL PURCHASED EQUIPMENT,POC03520132006211,15 Branch Security - Security by Design,037LNCA13SE1001,Capital Contracts,2013,2013
445,20130406485-1-DSB-EFT,"THE GORDIAN GROUP, INC.",2013-05-06,New York Public Library,400-037-D08,539.6,IOTB CONSTRUCTION,CT185020131409558,Job Order Contracting System,850LNCA11125011,Capital Contracts,2013,2013
446,20130095983-1-DSB-AD,PREMIER ELECTRICAL,2012-11-26,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",521.41,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL232,Capital Contracts,2013,2012
447,20130277635-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-02-11,New York Public Library,400-037-R01,517.28,CONSTRUCTION-BUILDINGS,CT185020090039816,STAPLETON BRANCH LIBRARY,850LNC2STAPL124,Capital Contracts,2013,2013
448,20130189839-1-DSB-AD,DOUL CONSTRUCTION CORP,2013-04-16,New York Public Library,400-037-D08,500,CAPITAL PURCHASED EQUIPMENT,POC03520132013877,Stapleton - Initial Outfitting,037LNMA12STP001,Capital Contracts,2013,2013
449,20130324005-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-15,New York Public Library,400-037-R01,464.55,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL115,Capital Contracts,2013,2013
450,20130146016-1-DSB-AD,INGRAM BOOK COMPANY,2013-02-12,New York Public Library,400-037-D08,424.12,CAPITAL PURCHASED EQUIPMENT,CT103520131413192,Stapleton - Library Materials.Ingram,037LNMA12STP003,Capital Contracts,2013,2013
451,20130207506-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-06,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",397.95,CONSTRUCTION-BUILDINGS,PRC2850KK12C09C800,,850LNMWHTREA108,Capital Contracts,2013,2013
452,20130095983-1-DSB-AD,PREMIER ELECTRICAL,2012-11-26,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",396.77,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL232,Capital Contracts,2013,2012
453,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,393.6,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
454,20130282203-1-DSB-EFT,RICE ARCHITECTURE P C,2013-02-13,New York Public Library,400-037-X01,372.17,DESIGN-CONSULTANT-BUILDINGS,CTA185020100009328,A&E SERVICES CONSORTIUM REQUIREMENTS CONTRACT,850LNEMA08WS011,Capital Contracts,2013,2013
455,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",368,CONSTRUCTION-BUILDINGS,PRC2850KK11C08P816,,850LNC2STAPL003,Capital Contracts,2013,2013
456,20130324005-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-15,New York Public Library,400-037-R01,343.9,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL037,Capital Contracts,2013,2013
457,20130212068-1-DSB-AD,WIRE WORKS BUSINESS SYSTEMS INC,2013-05-13,New York Public Library,400-037-X01,315,CONSTRUCTION-BUILDINGS,POD85020132026016,disconnect old access control system at 285 E 205th Street,850LNBXA08LS013,Capital Contracts,2013,2013
458,20130360744-1-DSB-EFT,N/A (PRIVACY/SECURITY),2013-04-08,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",300.76,DESIGN-CONSULTANT-BUILDINGS,,,850LNBXA08LS008,Capital Contracts,2013,2013
459,20130085478-1-DSB-AD,J.C.H.DELTA CONTRACTING INC.,2012-11-13,New York Public Library,400-037-008,266.82,CONSTRUCTION-BUILDINGS,CT185020070022711,HIGH BRIDGE BRANCH LIBRARY RENOVATION - GC,850LNC4HBREN041,Capital Contracts,2013,2012
460,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,244.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
461,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,244.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
462,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,244.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
463,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,244.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
464,20130207506-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-06,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",209.65,CONSTRUCTION-BUILDINGS,PRC2850KK12C09C800,,850LNMWHTREA107,Capital Contracts,2013,2013
465,20130219513-1-DSB-AD,PREMIER ELECTRICAL,2013-05-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",203.87,CONSTRUCTION-BUILDINGS,PRC2850PA11C07P969,,850LNC2STAPL020,Capital Contracts,2013,2013
466,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,196.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
467,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,196.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
468,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,196.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
469,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,196.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
470,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,196.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
471,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,196.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
472,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,196.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
473,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,196.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
474,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,196.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
475,20130210983-1-DSB-EFT,ROYAL FACILITIES INC,2012-12-24,New York Public Library,400-037-D08,196.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408976,15 Branch Security Systems - Royal Systems,037LNCA13SE1001,Capital Contracts,2013,2012
476,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,400-037-R01,190,CONSTRUCTION-BUILDINGS,PRC2850PA12C12C969,,850LNC2STAPL037,Capital Contracts,2013,2013
477,20130360744-1-DSB-EFT,N/A (PRIVACY/SECURITY),2013-04-08,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",189.58,DESIGN-CONSULTANT-BUILDINGS,,,850LNBXA08LS302,Capital Contracts,2013,2013
478,20130479350-1-DSB-EFT,CLAIRE WEISZ ARCHITECT,2013-06-20,New York Public Library,400-037-D08,189.54,DESIGN-CONSULTANT-BUILDINGS,CTA185020107203046,"24 A & E DESIGN, REQUIREMENTS CONTRACT",850LNCA10JMB001,Capital Contracts,2013,2013
479,20130207506-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-06,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",182.73,CONSTRUCTION-BUILDINGS,PRC2850KK12C09C800,,850LNMWHTREA110,Capital Contracts,2013,2013
480,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",178.14,CONSTRUCTION-BUILDINGS,PRC2850LC12C18C969,,850LNC2STAPL401,Capital Contracts,2013,2013
481,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,400-037-R01,151.03,CONSTRUCTION-BUILDINGS,PRC2850LC12C14C969,,850LNC2STAPL036,Capital Contracts,2013,2013
482,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",134.6,CONSTRUCTION-BUILDINGS,PRC2850PH12C18P816,,850LNC2STAPL003,Capital Contracts,2013,2013
483,20130207506-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-06,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",126.25,CONSTRUCTION-BUILDINGS,PRC2850KK12C09C800,,850LNMWHTREA102,Capital Contracts,2013,2013
484,20130406485-1-DSB-EFT,"THE GORDIAN GROUP, INC.",2013-05-06,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",119.01,DESIGN-CONSULTANT-BUILDINGS,CT185020131409558,Job Order Contracting System,850LNBXA08LS008,Capital Contracts,2013,2013
485,20130236119-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-06-12,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",114.95,CONSTRUCTION-BUILDINGS,PRC2850LC11C3P6800,,850LNMWHTREA006,Capital Contracts,2013,2013
486,20130434624-1-DSB-EFT,MANHATTAN CONTRACTING GROUP INC,2013-05-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",114.95,CONSTRUCTION-BUILDINGS,PRC2850LC11C3P6800,,850LNMWHTREA006,Capital Contracts,2013,2013
487,20130282050-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-02-13,New York Public Library,400-037-R01,110.11,CONSTRUCTION-BUILDINGS,CT185020100015371,206 SOUTH AVENUE,850LNC02MHNB199,Capital Contracts,2013,2013
488,20130360744-1-DSB-EFT,N/A (PRIVACY/SECURITY),2013-04-08,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",93.37,DESIGN-CONSULTANT-BUILDINGS,,,850LNBXA08LS702,Capital Contracts,2013,2013
489,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,400-037-R01,93.35,CONSTRUCTION-BUILDINGS,PRC2850PA12C12C969,,850LNC2STAPL037,Capital Contracts,2013,2013
490,20130360744-1-DSB-EFT,N/A (PRIVACY/SECURITY),2013-04-08,New York Public Library,400-037-X01,80.38,DESIGN-CONSULTANT-BUILDINGS,,,850LNBXA08LS402,Capital Contracts,2013,2013
491,20130184918-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-12-03,New York Public Library,400-037-D08,78.4,DESIGN-CONSULTANT-BUILDINGS,CT185020111403782,Replaces CT 850 20100016637,850LNCA10YRK001,Capital Contracts,2013,2012
492,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,400-037-R01,50,CONSTRUCTION-BUILDINGS,PRC2850PA12C12C969,,850LNC2STAPL036,Capital Contracts,2013,2013
493,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,400-037-R01,50,CONSTRUCTION-BUILDINGS,PRC2850DM12C10C969,,850LNC2STAPL037,Capital Contracts,2013,2013
494,20130214272-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-16,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",27.77,CONSTRUCTION-BUILDINGS,PRC2850KK12C09C800,,850LNMWHTREA110,Capital Contracts,2013,2013
495,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,400-037-R01,25.45,CONSTRUCTION-BUILDINGS,PRC2850LC12C18C969,,850LNC2STAPL037,Capital Contracts,2013,2013
496,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,400-037-R01,25.01,CONSTRUCTION-BUILDINGS,PRC2850PH12C16C969,,850LNC2STAPL037,Capital Contracts,2013,2013
497,20130397634-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2013-04-29,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1.12,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA015,Capital Contracts,2013,2013
498,20130337855-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2013-03-25,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",0.39,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA015,Capital Contracts,2013,2013
499,20130434624-2-DSB-EFT,MANHATTAN CONTRACTING GROUP INC,2013-05-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",-114.95,CONSTRUCTION-BUILDINGS,PRC2850LC11C3P6800,,850LNMWHTREA006,Capital Contracts,2013,2013
500,20130207505-2-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",-2726.38,CONSTRUCTION-BUILDINGS,PRC2850BK10C02P800,,850LNMWHTREA006,Capital Contracts,2013,2013
501,20130207505-2-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",-3359.87,CONSTRUCTION-BUILDINGS,PRC2850LC11C3P6800,,850LNMWHTREA006,Capital Contracts,2013,2013
502,20130434624-2-DSB-EFT,MANHATTAN CONTRACTING GROUP INC,2013-05-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",-3767.78,CONSTRUCTION-BUILDINGS,PRC2850AJ11C5P6800,,850LNMWHTREA006,Capital Contracts,2013,2013
503,20130207505-2-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",-3913.75,CONSTRUCTION-BUILDINGS,PRC2850GS10C01P800,,850LNMWHTREA006,Capital Contracts,2013,2013
504,20130434624-2-DSB-EFT,MANHATTAN CONTRACTING GROUP INC,2013-05-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",-5917.27,CONSTRUCTION-BUILDINGS,PRC2850GS11C04P800,,850LNMWHTREA006,Capital Contracts,2013,2013
